cpuName,manufacturerName,productCollection,totalCores,totalThreads,baseFrequency,turboFrequency,defaultTdp,launchDate,maxRam,usageType
Intel® Core™ i5-8279U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.40 GHz,4.10 GHz,28 W,Q2'19,32 GB,null
Intel® Core™ i5-8365U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,1.60 GHz,4.10 GHz,15 W,Q2'19,64 GB,null
Intel® Core™ i5-8310Y Processor,intel,8th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,3.90 GHz,7 W,Q1'19,16 GB,null
Intel® Core™ i5-8365UE Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,1.60 GHz,4.10 GHz,15 W,Q3'18,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i5-8210Y Processor,intel,8th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,3.60 GHz,7 W,Q1'19,16 GB,null
Intel® Core™ i5-8200Y Processor,intel,8th Generation Intel® Core™ i5 Processors,2,4,1.30 GHz,3.90 GHz,5 W,Q3'18,16 GB,null
Intel® Core™ i5-8265U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,1.60 GHz,3.90 GHz,15 W,Q3'18,64 GB,null
Intel® Core™ i5-8305G Processor with Radeon™ Pro WX Vega M GL graphics,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.80 GHz,3.80 GHz,null,Q3'18,64 GB,null
Intel® Core™ i5-8259U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.30 GHz,3.80 GHz,28 W,Q2'18,32 GB,null
Intel® Core™ i5-8269U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.60 GHz,4.20 GHz,28 W,Q2'18,32 GB,null
Intel® Core™ i5-8300H Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.30 GHz,4.00 GHz,45 W,Q2'18,64 GB,null
Intel® Core™ i5+8400 Processor (9M Cache, up to 4.00 GHz) includes Intel® Optane™ Memory,intel,8th Generation Intel® Core™ i5 Processors,6,6,2.80 GHz,4.00 GHz,65 W,Q2'18,64 GB,null
Intel® Core™ i5-8400B Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,2.80 GHz,4.00 GHz,65 W,Q2'18,64 GB,null
Intel® Core™ i5-8400H Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.50 GHz,4.20 GHz,45 W,Q2'18,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-8400T Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,1.70 GHz,3.30 GHz,35 W,Q2'18,128 GB,null
Intel® Core™ i5-8500 Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,3.00 GHz,4.10 GHz,65 W,Q2'18,128 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5+8500 Processor (9M Cache, up to 4.10 GHz) includes Intel® Optane™ Memory,intel,8th Generation Intel® Core™ i5 Processors,6,6,3.00 GHz,4.10 GHz,65 W,Q2'18,64 GB,null
Intel® Core™ i5-8500B Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,3.00 GHz,4.10 GHz,65 W,Q2'18,64 GB,null
Intel® Core™ i5-8500T Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,2.10 GHz,3.50 GHz,35 W,Q2'18,128 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-8600 Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,3.10 GHz,4.30 GHz,65 W,Q2'18,128 GB,null
Intel® Core™ i5-8600T Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,2.30 GHz,3.70 GHz,35 W,Q2'18,128 GB,null
Intel® Core™ i5-8305G Processor with Radeon™ RX Vega M GL graphics,intel,8th Generation Intel® Core™ i5 Processors,4,8,2.80 GHz,3.80 GHz,null,Q1'18,64 GB,null
Intel® Core™ i5-8400 Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,2.80 GHz,4.00 GHz,65 W,Q4'17,128 GB,null
Intel® Core™ i5-8600K Processor,intel,8th Generation Intel® Core™ i5 Processors,6,6,3.60 GHz,4.30 GHz,95 W,Q4'17,128 GB,null
Intel® Core™ i5-8250U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,1.60 GHz,3.40 GHz,15 W,Q3'17,32 GB,null
Intel® Core™ i5-8350U Processor,intel,8th Generation Intel® Core™ i5 Processors,4,8,1.70 GHz,3.60 GHz,15 W,Q3'17,32 GB,null
Intel® Core™ i3-8140U Processor,intel,8th Generation Intel® Core™ i3 Processors,2,4,2.10 GHz,3.90 GHz,15 W,Q4'19,64 GB,null
Intel® Core™ i3-8145UE Processor,intel,8th Generation Intel® Core™ i3 Processors,2,4,2.20 GHz,3.90 GHz,15 W,Q3'18,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-8100B Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,3.60 GHz,null,65 W,Q3'18,64 GB,null
Intel® Core™ i3-8145U Processor,intel,8th Generation Intel® Core™ i3 Processors,2,4,2.10 GHz,3.90 GHz,15 W,Q3'18,64 GB,null
Intel® Core™ i3-8100T Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,3.10 GHz,null,35 W,Q2'18,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-8109U Processor,intel,8th Generation Intel® Core™ i3 Processors,2,4,3.00 GHz,3.60 GHz,28 W,Q2'18,32 GB,null
Intel® Core™ i3-8300 Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,3.70 GHz,null,62 W,Q2'18,64 GB,null
Intel® Core™ i3-8300T Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,3.20 GHz,null,35 W,Q2'18,64 GB,null
Intel® Core™ i3-8130U Processor,intel,8th Generation Intel® Core™ i3 Processors,2,4,2.20 GHz,3.40 GHz,15 W,Q1'18,32 GB,null
Intel® Core™ i3-8100H Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,3.00 GHz,null,45 W,Q4'17,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-8100 Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,3.60 GHz,null,65 W,Q4'17,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-8350K Processor,intel,8th Generation Intel® Core™ i3 Processors,4,4,4.00 GHz,null,91 W,Q4'17,64 GB,null
Intel® Core™ m3-8100Y Processor,intel,8th Generation Intel® Core™ m Processors,2,4,1.10 GHz,3.40 GHz,5 W,Q3'18,16 GB,null
Intel® Core™ i7-7560U Processor,intel,7th Generation Intel® Core™ i7 Processors,2,4,2.40 GHz,3.80 GHz,15 W,Q1'17,32 GB,null
Intel® Core™ i7-7567U Processor,intel,7th Generation Intel® Core™ i7 Processors,2,4,3.50 GHz,4.00 GHz,28 W,Q1'17,32 GB,null
Intel® Core™ i7-7660U Processor,intel,7th Generation Intel® Core™ i7 Processors,2,4,2.50 GHz,4.00 GHz,15 W,Q1'17,32 GB,null
Intel® Core™ i7-7700 Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,3.60 GHz,4.20 GHz,65 W,Q1'17,64 GB,PC/Client/Tablet
Intel® Core™ i7-7700HQ Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,3.80 GHz,45 W,Q1'17,64 GB,null
Intel® Core™ i7-7700K Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,4.20 GHz,4.50 GHz,91 W,Q1'17,64 GB,null
Intel® Core™ i7-7700T Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,2.90 GHz,3.80 GHz,35 W,Q1'17,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-7820EQ Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,3.00 GHz,3.70 GHz,45 W,Q1'17,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-7820HK Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,2.90 GHz,3.90 GHz,45 W,Q1'17,64 GB,null
Intel® Core™ i7-7820HQ Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,2.90 GHz,3.90 GHz,45 W,Q1'17,64 GB,null
Intel® Core™ i7-7920HQ Processor,intel,7th Generation Intel® Core™ i7 Processors,4,8,3.10 GHz,4.10 GHz,45 W,Q1'17,64 GB,null
Intel® Core™ i7-7600U Processor,intel,7th Generation Intel® Core™ i7 Processors,2,4,2.80 GHz,3.90 GHz,15 W,Q3'16,32 GB,Industrial Commercial Temp
Intel® Core™ i7-7500U Processor,intel,7th Generation Intel® Core™ i7 Processors,2,4,2.70 GHz,3.50 GHz,15 W,Q3'16,32 GB,null
Intel® Core™ i7-7Y75 Processor,intel,7th Generation Intel® Core™ i7 Processors,2,4,1.30 GHz,3.60 GHz,4.5 W,Q3'16,16 GB,null
Intel® Core™ i5-7260U Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,2.20 GHz,3.40 GHz,15 W,Q1'17,32 GB,null
Intel® Core™ i5-7267U Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,3.10 GHz,3.50 GHz,28 W,Q1'17,32 GB,null
Intel® Core™ i5-7287U Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,3.30 GHz,3.70 GHz,28 W,Q1'17,32 GB,null
Intel® Core™ i5-7300HQ Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.50 GHz,3.50 GHz,45 W,Q1'17,64 GB,null
Intel® Core™ i5-7300U Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,2.60 GHz,3.50 GHz,15 W,Q1'17,32 GB,Industrial Commercial Temp
Intel® Core™ i5-7360U Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,2.30 GHz,3.60 GHz,15 W,Q1'17,32 GB,null
Intel® Core™ i5-7400 Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,3.00 GHz,3.50 GHz,65 W,Q1'17,64 GB,null
Intel® Core™ i5-7400T Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.40 GHz,3.00 GHz,35 W,Q1'17,64 GB,null
Intel® Core™ i5-7440EQ Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.90 GHz,3.60 GHz,45 W,Q1'17,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-7440HQ Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.80 GHz,3.80 GHz,45 W,Q1'17,64 GB,null
Intel® Core™ i5-7442EQ Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.10 GHz,2.90 GHz,25 W,Q1'17,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-7500 Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,3.40 GHz,3.80 GHz,65 W,Q1'17,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-7500T Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.70 GHz,3.30 GHz,35 W,Q1'17,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-7600 Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,3.50 GHz,4.10 GHz,65 W,Q1'17,64 GB,null
Intel® Core™ i5-7600K Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,3.80 GHz,4.20 GHz,91 W,Q1'17,64 GB,null
Intel® Core™ i5-7600T Processor,intel,7th Generation Intel® Core™ i5 Processors,4,4,2.80 GHz,3.70 GHz,35 W,Q1'17,64 GB,null
Intel® Core™ i5-7Y57 Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,1.20 GHz,3.30 GHz,4.5 W,Q1'17,16 GB,null
Intel® Core™ i5-7200U Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,2.50 GHz,3.10 GHz,15 W,Q3'16,32 GB,null
Intel® Core™ i5-7Y54 Processor,intel,7th Generation Intel® Core™ i5 Processors,2,4,1.20 GHz,3.20 GHz,4.5 W,Q3'16,16 GB,null
Intel® Core™ i3-7020U Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,2.30 GHz,null,15 W,Q2'18,32 GB,null
Intel® Core™ i3-7130U Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,2.70 GHz,null,15 W,Q2'17,32 GB,null
Intel® Core™ i3-7100 Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,3.90 GHz,null,51 W,Q1'17,64 GB,null
Intel® Core™ i3-7100E Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,2.90 GHz,null,35 W,Q1'17,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-7100H Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,3.00 GHz,null,35 W,Q1'17,64 GB,null
Intel® Core™ i3-7100T Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,3.40 GHz,null,35 W,Q1'17,64 GB,null
Intel® Core™ i3-7101E Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,3.90 GHz,null,54 W,Q1'17,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-7101TE Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,3.40 GHz,null,35 W,Q1'17,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-7102E Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,2.10 GHz,null,25 W,Q1'17,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-7167U Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,2.80 GHz,null,28 W,Q1'17,32 GB,null
Intel® Core™ i3-7300 Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,4.00 GHz,null,51 W,Q1'17,64 GB,null
Intel® Core™ i3-7300T Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,3.50 GHz,null,35 W,Q1'17,64 GB,null
Intel® Core™ i3-7320 Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,4.10 GHz,null,51 W,Q1'17,64 GB,null
Intel® Core™ i3-7350K Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,4.20 GHz,null,60 W,Q1'17,64 GB,null
Intel® Core™ i3-7100U Processor,intel,7th Generation Intel® Core™ i3 Processors,2,4,2.40 GHz,null,15 W,Q3'16,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ m3-7Y32 Processor,intel,7th Generation Intel® Core™ m Processors,2,4,1.10 GHz,3.00 GHz,4.5 W,Q2'17,16 GB,null
Intel® Core™ m3-7Y30 Processor,intel,7th Generation Intel® Core™ m Processors,2,4,1.00 GHz,2.60 GHz,4.5 W,Q3'16,16 GB,null
Intel® Core™ i7-6785R Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,3.30 GHz,3.90 GHz,65 W,Q2'16,64 GB,null
Intel® Core™ i7-6660U Processor,intel,6th Generation Intel® Core™ i7 Processors,2,4,2.40 GHz,3.40 GHz,15 W,Q1'16,32 GB,null
Intel® Core™ i7-6770HQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.60 GHz,3.50 GHz,45 W,Q1'16,64 GB,null
Intel® Core™ i7-6870HQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.60 GHz,45 W,Q1'16,64 GB,null
Intel® Core™ i7-6970HQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,3.70 GHz,45 W,Q1'16,64 GB,null
Intel® Core™ i7-6700TE Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.40 GHz,35 W,Q4'15,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-6820EQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,3.50 GHz,45 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-6822EQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.00 GHz,2.80 GHz,25 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-6500U Processor,intel,6th Generation Intel® Core™ i7 Processors,2,4,2.50 GHz,3.10 GHz,15 W,Q3'15,32 GB,null
Intel® Core™ i7-6560U Processor,intel,6th Generation Intel® Core™ i7 Processors,2,4,2.20 GHz,3.20 GHz,15 W,Q3'15,32 GB,null
Intel® Core™ i7-6600U Processor,intel,6th Generation Intel® Core™ i7 Processors,2,4,2.60 GHz,3.40 GHz,15 W,Q3'15,32 GB,Industrial Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-6650U Processor,intel,6th Generation Intel® Core™ i7 Processors,2,4,2.20 GHz,3.40 GHz,15 W,Q3'15,32 GB,null
Intel® Core™ i7-6700 Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,3.40 GHz,4.00 GHz,65 W,Q3'15,64 GB,PC/Client/Tablet
Intel® Core™ i7-6700HQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.60 GHz,3.50 GHz,45 W,Q3'15,64 GB,null
Intel® Core™ i7-6700T Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,3.60 GHz,35 W,Q3'15,64 GB,null
Intel® Core™ i7-6820HK Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.60 GHz,45 W,Q3'15,64 GB,null
Intel® Core™ i7-6820HQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.60 GHz,45 W,Q3'15,64 GB,null
Intel® Core™ i7-6920HQ Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,2.90 GHz,3.80 GHz,45 W,Q3'15,64 GB,null
Intel® Core™ i7-6700K Processor,intel,6th Generation Intel® Core™ i7 Processors,4,8,4.00 GHz,4.20 GHz,91 W,Q3'15,64 GB,null
Intel® Core™ i7-6567U Processor,intel,6th Generation Intel® Core™ i7 Processors,2,4,3.30 GHz,3.60 GHz,28 W,Q3'15,32 GB,null
Intel® Core™ i5-6585R Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.80 GHz,3.60 GHz,65 W,Q2'16,64 GB,null
Intel® Core™ i5-6685R Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,3.20 GHz,3.80 GHz,65 W,Q2'16,64 GB,null
Intel® Core™ i5-6350HQ Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.30 GHz,3.20 GHz,45 W,Q1'16,64 GB,null
Intel® Core™ i5-6402P Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.80 GHz,3.40 GHz,65 W,Q4'15,64 GB,null
Intel® Core™ i5-6440EQ Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.70 GHz,3.40 GHz,45 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-6442EQ Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,1.90 GHz,2.70 GHz,25 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-6500TE Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.30 GHz,3.30 GHz,35 W,Q4'15,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-6200U Processor,intel,6th Generation Intel® Core™ i5 Processors,2,4,2.30 GHz,2.80 GHz,15 W,Q3'15,32 GB,null
Intel® Core™ i5-6260U Processor,intel,6th Generation Intel® Core™ i5 Processors,2,4,1.80 GHz,2.90 GHz,15 W,Q3'15,32 GB,null
Intel® Core™ i5-6267U Processor,intel,6th Generation Intel® Core™ i5 Processors,2,4,2.90 GHz,3.30 GHz,28 W,Q3'15,32 GB,null
Intel® Core™ i5-6287U Processor,intel,6th Generation Intel® Core™ i5 Processors,2,4,3.10 GHz,3.50 GHz,28 W,Q3'15,32 GB,null
Intel® Core™ i5-6300HQ Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.30 GHz,3.20 GHz,45 W,Q3'15,64 GB,null
Intel® Core™ i5-6300U Processor,intel,6th Generation Intel® Core™ i5 Processors,2,4,2.40 GHz,3.00 GHz,15 W,Q3'15,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-6360U Processor,intel,6th Generation Intel® Core™ i5 Processors,2,4,2.00 GHz,3.10 GHz,15 W,Q3'15,32 GB,null
Intel® Core™ i5-6400 Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.70 GHz,3.30 GHz,65 W,Q3'15,64 GB,null
Intel® Core™ i5-6400T Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.20 GHz,2.80 GHz,35 W,Q3'15,64 GB,null
Intel® Core™ i5-6440HQ Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.60 GHz,3.50 GHz,45 W,Q3'15,64 GB,null
Intel® Core™ i5-6500 Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,3.20 GHz,3.60 GHz,65 W,Q3'15,64 GB,PC/Client/Tablet
Intel® Core™ i5-6500T Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.50 GHz,3.10 GHz,35 W,Q3'15,64 GB,null
Intel® Core™ i5-6600 Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,3.30 GHz,3.90 GHz,65 W,Q3'15,64 GB,null
Intel® Core™ i5-6600T Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,2.70 GHz,3.50 GHz,35 W,Q3'15,64 GB,null
Intel® Core™ i5-6600K Processor,intel,6th Generation Intel® Core™ i5 Processors,4,4,3.50 GHz,3.90 GHz,91 W,Q3'15,64 GB,null
Intel® Core™ i3-6006U Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.00 GHz,null,15 W,Q4'16,32 GB,null
Intel® Core™ i3-6157U Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.40 GHz,null,28 W,Q3'16,32 GB,null
Intel® Core™ i3-6098P Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,3.60 GHz,null,54 W,Q4'15,64 GB,null
Intel® Core™ i3-6100E Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.70 GHz,null,35 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-6100TE Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.70 GHz,null,35 W,Q4'15,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-6102E Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,1.90 GHz,null,25 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-6100 Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,3.70 GHz,null,51 W,Q3'15,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-6100H Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.70 GHz,null,35 W,Q3'15,64 GB,null
Intel® Core™ i3-6100T Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,3.20 GHz,null,35 W,Q3'15,64 GB,null
Intel® Core™ i3-6100U Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.30 GHz,null,15 W,Q3'15,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-6167U Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,2.70 GHz,null,28 W,Q3'15,32 GB,null
Intel® Core™ i3-6300 Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,3.80 GHz,null,51 W,Q3'15,64 GB,null
Intel® Core™ i3-6300T Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,3.30 GHz,null,35 W,Q3'15,64 GB,null
Intel® Core™ i3-6320 Processor,intel,6th Generation Intel® Core™ i3 Processors,2,4,3.90 GHz,null,51 W,Q3'15,64 GB,null
Intel® Core™ m3-6Y30 Processor,intel,6th Generation Intel® Core™ m Processors,2,4,900 MHz,2.20 GHz,4.5 W,Q3'15,16 GB,null
Intel® Core™ m5-6Y54 Processor,intel,6th Generation Intel® Core™ m Processors,2,4,1.10 GHz,2.70 GHz,4.5 W,Q3'15,16 GB,null
Intel® Core™ m5-6Y57 Processor,intel,6th Generation Intel® Core™ m Processors,2,4,1.10 GHz,2.80 GHz,4.5 W,Q3'15,16 GB,null
Intel® Core™ m7-6Y75 Processor,intel,6th Generation Intel® Core™ m Processors,2,4,1.20 GHz,3.10 GHz,4.5 W,Q3'15,16 GB,null
Intel® Core™ i7-5700EQ Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,2.60 GHz,3.40 GHz,47 W,Q2'15,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-5700HQ Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.50 GHz,47 W,Q2'15,32 GB,null
Intel® Core™ i7-5750HQ Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,2.50 GHz,3.40 GHz,47 W,Q2'15,32 GB,null
Intel® Core™ i7-5775C Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,3.30 GHz,3.70 GHz,65 W,Q2'15,32 GB,null
Intel® Core™ i7-5775R Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,3.30 GHz,3.80 GHz,65 W,Q2'15,32 GB,null
Intel® Core™ i7-5850EQ Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.40 GHz,47 W,Q2'15,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-5850HQ Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.60 GHz,47 W,Q2'15,32 GB,null
Intel® Core™ i7-5950HQ Processor,intel,5th Generation Intel® Core™ i7 Processors,4,8,2.90 GHz,3.80 GHz,47 W,Q2'15,32 GB,null
Intel® Core™ i7-5500U Processor,intel,5th Generation Intel® Core™ i7 Processors,2,4,2.40 GHz,3.00 GHz,15 W,Q1'15,16 GB,null
Intel® Core™ i7-5550U Processor,intel,5th Generation Intel® Core™ i7 Processors,2,4,2.00 GHz,3.00 GHz,15 W,Q1'15,16 GB,null
Intel® Core™ i7-5557U Processor,intel,5th Generation Intel® Core™ i7 Processors,2,4,3.10 GHz,3.40 GHz,28 W,Q1'15,16 GB,null
Intel® Core™ i7-5600U Processor,intel,5th Generation Intel® Core™ i7 Processors,2,4,2.60 GHz,3.20 GHz,15 W,Q1'15,16 GB,null
Intel® Core™ i7-5650U Processor,intel,5th Generation Intel® Core™ i7 Processors,2,4,2.20 GHz,3.10 GHz,15 W,Q1'15,16 GB,Industrial Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-5350H Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,3.10 GHz,3.50 GHz,47 W,Q2'15,32 GB,null
Intel® Core™ i5-5575R Processor,intel,5th Generation Intel® Core™ i5 Processors,4,null,2.80 GHz,3.30 GHz,65 W,Q2'15,32 GB,null
