cpuName,manufacturerName,productCollection,totalCores,totalThreads,baseFrequency,turboFrequency,defaultTdp,launchDate,maxRam,usageType
Intel® Xeon® Processor E5-2637,intel,Intel® Xeon® Processor E5 Family,2,4,3.00 GHz,3.50 GHz,80 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2640,intel,Intel® Xeon® Processor E5 Family,6,12,2.50 GHz,3.00 GHz,95 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2643,intel,Intel® Xeon® Processor E5 Family,4,8,3.30 GHz,3.50 GHz,130 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2648L,intel,Intel® Xeon® Processor E5 Family,8,16,1.80 GHz,2.10 GHz,70 W,Q1'12,384 GB,Communications
Intel® Xeon® Processor E5-2650,intel,Intel® Xeon® Processor E5 Family,8,16,2.00 GHz,2.80 GHz,95 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2650L,intel,Intel® Xeon® Processor E5 Family,8,16,1.80 GHz,2.30 GHz,70 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2658,intel,Intel® Xeon® Processor E5 Family,8,16,2.10 GHz,2.40 GHz,95 W,Q1'12,384 GB,Communications
Intel® Xeon® Processor E5-2660,intel,Intel® Xeon® Processor E5 Family,8,16,2.20 GHz,3.00 GHz,95 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2665,intel,Intel® Xeon® Processor E5 Family,8,16,2.40 GHz,3.10 GHz,115 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2667,intel,Intel® Xeon® Processor E5 Family,6,12,2.90 GHz,3.50 GHz,130 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2670,intel,Intel® Xeon® Processor E5 Family,8,16,2.60 GHz,3.30 GHz,115 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2680,intel,Intel® Xeon® Processor E5 Family,8,16,2.70 GHz,3.50 GHz,130 W,Q1'12,384 GB,null
Intel® Xeon® Processor E5-2687W,intel,Intel® Xeon® Processor E5 Family,8,16,3.10 GHz,3.80 GHz,150 W,Q1'12,256 GB,null
Intel® Xeon® Processor E5-2690,intel,Intel® Xeon® Processor E5 Family,8,16,2.90 GHz,3.80 GHz,135 W,Q1'12,384 GB,null
Intel® Xeon® Processor E3-1285 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,4.10 GHz,4.50 GHz,79 W,Q3'17,64 GB,null
Intel® Xeon® Processor E3-1220 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,4,3.00 GHz,3.50 GHz,72 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1225 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,4,3.30 GHz,3.70 GHz,73 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1230 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.50 GHz,3.90 GHz,72 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1240 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.70 GHz,4.10 GHz,72 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1245 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.70 GHz,4.10 GHz,73 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1270 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.80 GHz,4.20 GHz,72 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1275 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.80 GHz,4.20 GHz,73 W,Q1'17,64 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1280 v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.90 GHz,4.20 GHz,72 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1505L v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,2.20 GHz,3.00 GHz,25 W,Q1'17,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Xeon® Processor E3-1505M v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.00 GHz,4.00 GHz,45 W,Q1'17,64 GB,Industrial Commercial Temp
Intel® Xeon® Processor E3-1535M v6,intel,Intel® Xeon® Processor E3 v6 Family,4,8,3.10 GHz,4.20 GHz,45 W,Q1'17,64 GB,null
Intel® Xeon® Processor E3-1501L v6,intel,Intel® Xeon® Processor E3 v6 Family,4,4,2.10 GHz,2.90 GHz,25 W,Q3'16,64 GB,null
Intel® Xeon® Processor E3-1501M v6,intel,Intel® Xeon® Processor E3 v6 Family,4,4,2.90 GHz,3.60 GHz,45 W,Q3'16,64 GB,null
Intel® Xeon® Processor E3-1558L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,1.90 GHz,3.30 GHz,45 W,Q2'16,64 GB,null
Intel® Xeon® Processor E3-1565L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.50 GHz,3.50 GHz,35 W,Q2'16,64 GB,null
Intel® Xeon® Processor E3-1578L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.00 GHz,3.40 GHz,45 W,Q2'16,64 GB,null
Intel® Xeon® Processor E3-1585 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.50 GHz,3.90 GHz,65 W,Q2'16,64 GB,null
Intel® Xeon® Processor E3-1585L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.00 GHz,3.70 GHz,45 W,Q2'16,64 GB,null
Intel® Xeon® Processor E3-1515M v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.80 GHz,3.70 GHz,45 W,Q1'16,64 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1545M v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.90 GHz,3.80 GHz,45 W,Q1'16,64 GB,null
Intel® Xeon® Processor E3-1575M v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.00 GHz,3.90 GHz,45 W,Q1'16,64 GB,null
Intel® Xeon® Processor E3-1220 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,4,3.00 GHz,3.50 GHz,80 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1225 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,4,3.30 GHz,3.70 GHz,80 W,Q4'15,64 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1230 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.40 GHz,3.80 GHz,80 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1235L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,4,2.00 GHz,3.00 GHz,25 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1240 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.50 GHz,3.90 GHz,80 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1240L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.10 GHz,3.20 GHz,25 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1245 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.50 GHz,3.90 GHz,80 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1260L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.90 GHz,3.90 GHz,45 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1268L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.40 GHz,3.40 GHz,35 W,Q4'15,64 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Xeon® Processor E3-1270 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.60 GHz,4.00 GHz,80 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1275 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.60 GHz,4.00 GHz,80 W,Q4'15,64 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1280 v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,3.70 GHz,4.00 GHz,80 W,Q4'15,64 GB,null
Intel® Xeon® Processor E3-1505L v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.00 GHz,2.80 GHz,25 W,Q4'15,64 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Xeon® Processor E3-1505M v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.80 GHz,3.70 GHz,45 W,Q3'15,64 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1535M v5,intel,Intel® Xeon® Processor E3 v5 Family,4,8,2.90 GHz,3.80 GHz,45 W,Q3'15,64 GB,null
Intel® Xeon® Processor E3-1258L v4,intel,Intel® Xeon® Processor E3 v4 Family,4,8,1.80 GHz,3.20 GHz,47 W,Q2'15,32 GB,null
Intel® Xeon® Processor E3-1265L v4,intel,Intel® Xeon® Processor E3 v4 Family,4,8,2.30 GHz,3.30 GHz,35 W,Q2'15,32 GB,null
Intel® Xeon® Processor E3-1278L v4,intel,Intel® Xeon® Processor E3 v4 Family,4,8,2.00 GHz,3.30 GHz,47 W,Q2'15,32 GB,null
Intel® Xeon® Processor E3-1285 v4,intel,Intel® Xeon® Processor E3 v4 Family,4,8,3.50 GHz,3.80 GHz,95 W,Q2'15,32 GB,null
Intel® Xeon® Processor E3-1285L v4,intel,Intel® Xeon® Processor E3 v4 Family,4,8,3.40 GHz,3.80 GHz,65 W,Q2'15,32 GB,null
Intel® Xeon® Processor E3-1226 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,4,3.30 GHz,3.70 GHz,84 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1231 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.40 GHz,3.80 GHz,80 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1240L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,2.00 GHz,3.00 GHz,25 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1241 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.50 GHz,3.90 GHz,80 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1246 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.50 GHz,3.90 GHz,84 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1271 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.60 GHz,4.00 GHz,80 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1275L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,2.70 GHz,3.90 GHz,45 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1276 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.60 GHz,4.00 GHz,84 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1281 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.70 GHz,4.10 GHz,82 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1286 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.70 GHz,4.10 GHz,84 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1286L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.20 GHz,4.00 GHz,65 W,Q2'14,32 GB,null
Intel® Xeon® Processor E3-1220L v3,intel,Intel® Xeon® Processor E3 v3 Family,2,4,1.10 GHz,1.50 GHz,13 W,Q3'13,32 GB,null
Intel® Xeon® Processor E3-1220 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,4,3.10 GHz,3.50 GHz,80 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1225 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,4,3.20 GHz,3.60 GHz,84 W,Q2'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Xeon® Processor E3-1230 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.30 GHz,3.70 GHz,80 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1230L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,1.80 GHz,2.80 GHz,25 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1240 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.40 GHz,3.80 GHz,80 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1245 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.40 GHz,3.80 GHz,84 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1265L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,2.50 GHz,3.70 GHz,45 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1268L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,2.30 GHz,3.30 GHz,45 W,Q2'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Xeon® Processor E3-1270 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.50 GHz,3.90 GHz,80 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1275 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.50 GHz,3.90 GHz,84 W,Q2'13,32 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1280 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.60 GHz,4.00 GHz,82 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1285 v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.60 GHz,4.00 GHz,84 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1285L v3,intel,Intel® Xeon® Processor E3 v3 Family,4,8,3.10 GHz,3.90 GHz,65 W,Q2'13,32 GB,null
Intel® Xeon® Processor E3-1105C v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,1.80 GHz,null,25 W,Q3'13,32 GB,Communications
Intel® Xeon® Processor E3-1125C v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,2.50 GHz,null,40 W,Q3'13,32 GB,Communications
Intel® Xeon® Processor E3-1220 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,4,3.10 GHz,3.50 GHz,69 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1220L v2,intel,Intel® Xeon® Processor E3 v2 Family,2,4,2.30 GHz,3.50 GHz,17 W,Q2'12,32.23 GB,null
Intel® Xeon® Processor E3-1225 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,4,3.20 GHz,3.60 GHz,77 W,Q2'12,32.77 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1230 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.30 GHz,3.70 GHz,69 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1240 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.40 GHz,3.80 GHz,69 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1245 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.40 GHz,3.80 GHz,77 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1265L v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,2.50 GHz,3.50 GHz,45 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1270 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.50 GHz,3.90 GHz,69 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1275 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.50 GHz,3.90 GHz,77 W,Q2'12,32.77 GB,PC/Client/Tablet
Intel® Xeon® Processor E3-1280 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.60 GHz,4.00 GHz,69 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1290 v2,intel,Intel® Xeon® Processor E3 v2 Family,4,8,3.70 GHz,4.10 GHz,87 W,Q2'12,32.77 GB,null
Intel® Xeon® Processor E3-1105C,intel,Intel® Xeon® Processor E3 Family,4,8,1.00 GHz,null,25 W,Q2'12,32 GB,Communications
Intel® Xeon® Processor E3-1125C,intel,Intel® Xeon® Processor E3 Family,4,8,2.00 GHz,null,40 W,Q2'12,32 GB,Communications
Intel® Xeon® Processor E3-1290,intel,Intel® Xeon® Processor E3 Family,4,8,3.60 GHz,4.00 GHz,95 W,Q3'11,32 GB,null
Intel® Xeon® Processor E3-1220,intel,Intel® Xeon® Processor E3 Family,4,4,3.10 GHz,3.40 GHz,80 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1220L,intel,Intel® Xeon® Processor E3 Family,2,4,2.20 GHz,3.40 GHz,20 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1225,intel,Intel® Xeon® Processor E3 Family,4,4,3.10 GHz,3.40 GHz,95 W,Q2'11,32 GB,Server/Enterprise
Intel® Xeon® Processor E3-1230,intel,Intel® Xeon® Processor E3 Family,4,8,3.20 GHz,3.60 GHz,80 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1235,intel,Intel® Xeon® Processor E3 Family,4,8,3.20 GHz,3.60 GHz,95 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1240,intel,Intel® Xeon® Processor E3 Family,4,8,3.30 GHz,3.70 GHz,80 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1245,intel,Intel® Xeon® Processor E3 Family,4,8,3.30 GHz,3.70 GHz,95 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1260L,intel,Intel® Xeon® Processor E3 Family,4,8,2.40 GHz,3.30 GHz,45 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1270,intel,Intel® Xeon® Processor E3 Family,4,8,3.40 GHz,3.80 GHz,80 W,Q2'11,32 GB,null
Intel® Xeon® Processor E3-1275,intel,Intel® Xeon® Processor E3 Family,4,8,3.40 GHz,3.80 GHz,95 W,Q2'11,32 GB,Server/Enterprise
